lang,co,link,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,sum,tot
sd,Republic of the Congo,https://sd.wikipedia.org/wiki/%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%8A%D8%A7_%DA%AA%D8%A7%D9%86%DA%AF%D9%88, 0,  0,   0,   4,  4, 0,   1,  12,  0,  0, 0,  21,  6939
si,Republic of the Congo,https://si.wikipedia.org/wiki/%E0%B6%9A%E0%B7%9C%E0%B6%82%E0%B6%9C%E0%B7%9D_%E0%B6%A2%E0%B6%B1%E0%B6%BB%E0%B6%A2%E0%B6%BA, 0,  0,   0,   3,  1, 0,   1,   3,  1,  0, 0,   9,  6663
sk,Republic of the Congo,https://sk.wikipedia.org/wiki/Kongo_(Brazzaville), 0,  0,   0,   3,  2, 0,   3,   1,  0,  0, 0,   9, 14707
sl,Republic of the Congo,https://sl.wikipedia.org/wiki/Zahodni_Kongo, 0,  0,   0,   2,  0, 0,   0,   9,  2,  0, 0,  13, 10237
so,Republic of the Congo,https://so.wikipedia.org/wiki/Jamhuuriyadda_Kongo, 0,  0,   1,   5,  8, 0,  10,   8,  0,  0, 0,  32,  8707
es,Republic of the Congo,https://es.wikipedia.org/wiki/Rep%C3%BAblica_del_Congo, 0,  3,   6,  24, 17, 0,  10,  19,  8,  1, 0,  88, 31738
su,Republic of the Congo,https://su.wikipedia.org/wiki/R%C3%A9publik_Kongo, 0,  0,   1,   3,  5, 0,   2,   2,  1,  0, 0,  14, 13033
sw,Republic of the Congo,https://sw.wikipedia.org/wiki/Jamhuri_ya_Kongo, 0,  0,   1,   2,  3, 0,   9,  10,  4,  0, 0,  29,  9435
sv,Republic of the Congo,https://sv.wikipedia.org/wiki/Kongo-Brazzaville, 0,  0,   6,   7,  6, 1,   9,  19,  3,  0, 0,  51, 21494
tg,Republic of the Congo,https://tg.wikipedia.org/wiki/%D2%B6%D1%83%D0%BC%D2%B3%D1%83%D1%80%D0%B8%D0%B8_%D0%9A%D0%BE%D0%BD%D0%B3%D0%BE, 0,  0,   0,   1,  4, 0,   1,   2,  2,  0, 0,  10,  7536
ta,Republic of the Congo,https://ta.wikipedia.org/wiki/%E0%AE%95%E0%AF%8A%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AF%8B_%E0%AE%95%E0%AF%81%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AE%B0%E0%AE%9A%E0%AF%81, 0,  0,   0,   1,  1, 0,   7,  10,  0,  0, 0,  19,  8147
te,Republic of the Congo,https://te.wikipedia.org/wiki/%E0%B0%95%E0%B0%BE%E0%B0%82%E0%B0%97%E0%B1%8B_%E0%B0%B0%E0%B0%BF%E0%B0%AA%E0%B0%AC%E0%B1%8D%E0%B0%B2%E0%B0%BF%E0%B0%95%E0%B1%8D, 0,  0,   5,  42,  6, 0,  11,  18,  4,  1, 0,  87, 32431
th,Republic of the Congo,https://th.wikipedia.org/wiki/%E0%B8%AA%E0%B8%B2%E0%B8%98%E0%B8%B2%E0%B8%A3%E0%B8%93%E0%B8%A3%E0%B8%B1%E0%B8%90%E0%B8%84%E0%B8%AD%E0%B8%87%E0%B9%82%E0%B8%81, 0,  1,   4,  40, 43, 0,  53,  65,  5,  0, 0, 211, 12896
tr,Republic of the Congo,https://tr.wikipedia.org/wiki/Kongo_Cumhuriyeti, 0,  0,   2,  24, 22, 0,  21,  22,  6,  0, 0,  97, 31215
uk,Republic of the Congo,https://uk.wikipedia.org/wiki/%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0_%D0%9A%D0%BE%D0%BD%D0%B3%D0%BE, 0,  0,   0,   6,  1, 0,  12,  10,  6,  0, 0,  35, 28014
ur,Republic of the Congo,https://ur.wikipedia.org/wiki/%D8%AC%D9%85%DB%81%D9%88%D8%B1%DB%8C%DB%81_%DA%A9%D8%A7%D9%86%DA%AF%D9%88, 0,  0,   0,   3,  3, 0,   4,   7,  0,  2, 0,  19,  7320
uz,Republic of the Congo,https://uz.wikipedia.org/wiki/Kongo_Respublikasi, 0,  0,   2,  19,  9, 0,  19,  23,  2,  0, 0,  74, 18580
vi,Republic of the Congo,https://vi.wikipedia.org/wiki/C%E1%BB%99ng_h%C3%B2a_Congo, 0,  0,   2,  61, 23, 0,  22,  70, 14,  0, 0, 192, 24992
cy,Republic of the Congo,https://cy.wikipedia.org/wiki/Gweriniaeth_y_Congo, 0,  0,   0,   1,  2, 0,   1,   4,  0,  0, 0,   8,  5755
yi,Republic of the Congo,https://yi.wikipedia.org/wiki/%D7%A8%D7%A2%D7%A4%D7%95%D7%91%D7%9C%D7%99%D7%A7_%D7%A4%D7%95%D7%9F_%D7%A7%D7%90%D7%A0%D7%92%D7%90, 0,  0,   0,   1,  1, 0,   1,   4,  0,  0, 0,   7,  6481
yo,Republic of the Congo,https://yo.wikipedia.org/wiki/Or%C3%ADl%E1%BA%B9%CC%80-%C3%A8d%C3%A8_Ol%C3%B3m%C3%ACnira_il%E1%BA%B9%CC%80_K%C3%B3ng%C3%B2, 0,  0,   3,  12,  7, 0,   2,  19,  5,  0, 0,  48,  7171
zu,Republic of the Congo,https://zu.wikipedia.org/wiki/IKhongo-Brazzaville, 0,  0,   1,   0,  0, 0,   1,   3,  0,  0, 0,   5,  5663
af,Romania,https://af.wikipedia.org/wiki/Roemeni%C3%AB, 0,  1,  13,  45, 21, 0,  67,  37, 29,  0, 0, 213, 37655
sq,Romania,https://sq.wikipedia.org/wiki/Rumania, 0,  0,   0,  10,  4, 0,   7,  18,  2,  0, 0,  41, 17633
am,Romania,https://am.wikipedia.org/wiki/%E1%88%AE%E1%88%9B%E1%8A%95%E1%8B%AB, 0,  0,   0,   0,  0, 0,   1,   7,  0,  0, 0,   8,  5222
ar,Romania,https://ar.wikipedia.org/wiki/%D8%B1%D9%88%D9%85%D8%A7%D9%86%D9%8A%D8%A7, 0,  0,   1,  43, 24, 0,  37, 149, 23,  5, 0, 282, 80683
hy,Romania,https://hy.wikipedia.org/wiki/%D5%8C%D5%B8%D6%82%D5%B4%D5%AB%D5%B6%D5%AB%D5%A1, 0,  0,   0,   2,  3, 0,  10,  10,  5,  0, 0,  30, 18724
az,Romania,https://az.wikipedia.org/wiki/Rum%C4%B1niya, 0,  0,   0,   5,  5, 3,   6,  10,  6,  0, 0,  35, 12854
eu,Romania,https://eu.wikipedia.org/wiki/Errumania, 0,  0,   4,  39, 35, 1,  31,  22, 15,  2, 0, 149, 38858
be,Romania,https://be.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D1%8B%D0%BD%D1%96%D1%8F, 1,  0,   4,  19,  9, 1,  20,  22,  6,  3, 0,  85, 50348
bn,Romania,https://bn.wikipedia.org/wiki/%E0%A6%B0%E0%A7%8B%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE, 0,  0,   1,   3,  6, 0,   2,   6, 12,  0, 0,  30, 15514
bs,Romania,https://bs.wikipedia.org/wiki/Rumunija, 0,  0,   0,   8,  9, 0,  12,  16,  6,  0, 0,  51, 23661
bg,Romania,https://bg.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D1%8A%D0%BD%D0%B8%D1%8F, 0,  0,   2,  20,  7, 0,  29,  46,  0,  1, 0, 105, 37137
ca,Romania,https://ca.wikipedia.org/wiki/Romania, 0,  0,  18,  41, 52, 0,  25,  77, 25,  4, 0, 242, 40326
ceb,Romania,https://ceb.wikipedia.org/wiki/Rumanya, 0,  0,   0,   1,  0, 0,   0,   2,  0,  0, 0,   3,  4902
zh,Romania,https://zh.wikipedia.org/wiki/%E7%BE%85%E9%A6%AC%E5%B0%BC%E4%BA%9E, 0,  1,  14,  34, 16, 0,  74,  33, 68,  6, 0, 246, 17386
zh-TW,Romania,https://zh-classical.wikipedia.org/wiki/%E7%BE%85%E9%A6%AC%E5%B0%BC%E4%BA%9E, 0,  0,   0,   0,  0, 0,   0,   0,  0,  0, 0,   0,  4409
co,Romania,https://co.wikipedia.org/wiki/Romania, 0,  0,   0,   1,  1, 0,   1,   4,  0,  0, 0,   7,  6056
hr,Romania,https://hr.wikipedia.org/wiki/Rumunjska, 0,  0,   3,  19,  4, 0,  16,  44, 15,  1, 0, 102, 38317
cs,Romania,https://cs.wikipedia.org/wiki/Rumunsko, 0,  0,  11,  29, 23, 0,  12,  59, 32,  4, 0, 170, 75487
da,Romania,https://da.wikipedia.org/wiki/Rum%C3%A6nien, 0,  0,  13,  69, 30, 0,  57,  79, 21,  1, 0, 270,108471
nl,Romania,https://nl.wikipedia.org/wiki/Roemeni%C3%AB, 0,  1,  16,  38, 19, 0,  25,  78, 22,  1, 0, 200, 67090
en,Romania,https://en.wikipedia.org/wiki/Romania, 0,  0,  53, 134, 80, 0, 155, 179,100, 11, 0, 712,157379
eo,Romania,https://eo.wikipedia.org/wiki/Rumanio, 0,  0,   5,  19, 10, 1,  26,  43, 29,  1, 0, 134, 43501
et,Romania,https://et.wikipedia.org/wiki/Rumeenia, 0,  0,   0,   1,  1, 0,   2,   2,  4,  1, 0,  11, 12327
tl,Romania,https://tl.wikipedia.org/wiki/Romania, 0,  0,   0,   1,  5, 0,   9,   6,  0,  0, 0,  21, 10808
fi,Romania,https://fi.wikipedia.org/wiki/Romania, 0,  0,   3,  12,  9, 1,  10,   8, 10,  0, 0,  53, 36128
fr,Romania,https://fr.wikipedia.org/wiki/Roumanie, 0,  1,  46, 185, 98, 0,  78, 227,129,  4, 0, 768,173873
fy,Romania,https://fy.wikipedia.org/wiki/Roemeenje, 0,  0,   0,   4,  1, 0,   1,  27, 25,  0, 0,  58,  9943
gl,Romania,https://gl.wikipedia.org/wiki/Roman%C3%ADa, 0,  4,  13,  52, 64, 0,  44, 113, 61,  2, 0, 353, 66593
ka,Romania,https://ka.wikipedia.org/wiki/%E1%83%A0%E1%83%A3%E1%83%9B%E1%83%98%E1%83%9C%E1%83%94%E1%83%97%E1%83%98, 0,  0,   2,  12,  6, 0,  13,  10, 11,  0, 0,  54, 21744
de,Romania,https://de.wikipedia.org/wiki/Rum%C3%A4nien, 0,  2,  59, 183, 93, 0, 211, 340,103,  9, 0,1000,121338
el,Romania,https://el.wikipedia.org/wiki/%CE%A1%CE%BF%CF%85%CE%BC%CE%B1%CE%BD%CE%AF%CE%B1, 0,  1,  11,  57, 19, 6,  32,  51, 14,  5, 0, 196, 75706
gu,Romania,https://gu.wikipedia.org/wiki/%E0%AA%B0%E0%AB%8B%E0%AA%AE%E0%AA%BE%E0%AA%A8%E0%AA%BF%E0%AA%AF%E0%AA%BE, 0,  3,  20,  60, 85, 0,  82, 107, 68,  4, 1, 430, 96816
ht,Romania,https://ht.wikipedia.org/wiki/Woumani, 0,  0,   1,   4,  1, 0,   8,   1,  2,  0, 0,  17,  5569
ha,Romania,https://ha.wikipedia.org/wiki/Romainiya, 0,  0,   0,  10, 10, 0,  31,   7,  2,  0, 0,  60,  7599
haw,Romania,https://haw.wikipedia.org/wiki/Lom%C4%81nia, 0,  0,   3,  30, 13, 0,  12,  31,  1,  0, 0,  90,  7137
hi,Romania,https://hi.wikipedia.org/wiki/%E0%A4%B0%E0%A5%8B%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A4%BF%E0%A4%AF%E0%A4%BE, 0,  0,  20,  44, 29, 0,  46,  38,  4,  7, 0, 188, 51561
hu,Romania,https://hu.wikipedia.org/wiki/Rom%C3%A1nia, 0,  0,   0,  15, 11, 0,  51,  39, 21,  2, 3, 142, 52283
is,Romania,https://is.wikipedia.org/wiki/R%C3%BAmen%C3%ADa, 0,  0,   0,   0,  0, 0,   0,   0,  0,  0, 0,   0, 13178
ig,Romania,https://ig.wikipedia.org/wiki/Romania, 0,  0,   4,  14,  3, 0,  27,  22,  1,  0, 0,  71,  7782
id,Romania,https://id.wikipedia.org/wiki/Rumania, 0,  1,   5, 132, 40, 0, 138,  66, 26, 15, 0, 423, 61820
ga,Romania,https://ga.wikipedia.org/wiki/An_R%C3%B3m%C3%A1in, 0,  0,   1,   3,  1, 0,   6,   7,  5,  0, 0,  23,  9886
it,Romania,https://it.wikipedia.org/wiki/Romania, 0,  1,   5,  60, 53, 1,  41, 104, 33,  6, 1, 305, 93419
ja,Romania,https://ja.wikipedia.org/wiki/%E3%83%AB%E3%83%BC%E3%83%9E%E3%83%8B%E3%82%A2,12,  3,   8, 120, 21, 1,  18,  95, 23,  7, 0, 308, 29131
jw,Romania,https://jv.wikipedia.org/wiki/Rumeni, 0,  1,   0,   0,  3, 0,   1,  11,  1,  0, 0,  17,  8501
kn,Romania,https://kn.wikipedia.org/wiki/%E0%B2%B0%E0%B3%8A%E0%B2%AE%E0%B2%BE%E0%B2%A8%E0%B2%BF%E0%B2%AF, 0,  0,   2,   2, 13, 0,   3,   2,  0,  0, 0,  22, 10670
kk,Romania,https://kk.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D1%8B%D0%BD%D0%B8%D1%8F, 0,  0,   0,   3,  8, 0,  13,  14,  2,  1, 0,  41, 14191
km,Romania,https://km.wikipedia.org/wiki/%E1%9E%9A%E1%9E%BC%E1%9E%98%E1%9F%89%E1%9E%B6%E1%9E%93%E1%9E%B8, 0,  0,  20,   5,  2, 0,   0,   2,  0,  0, 0,  29, 10930
ko,Romania,https://ko.wikipedia.org/wiki/%EB%A3%A8%EB%A7%88%EB%8B%88%EC%95%84, 0,  0,   0,  11,  8, 2,  10,  10,  9,  2, 0,  52, 17756
ku,Romania,https://ku.wikipedia.org/wiki/Romanya, 0,  0,   1,  10,  8, 0,   5,   6,  5,  0, 0,  35, 10156
ky,Romania,https://ky.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D1%8B%D0%BD%D0%B8%D1%8F, 0,  0,   3,  17, 16, 1,  18,  33, 11,  4, 0, 103, 19166
lo,Romania,https://lo.wikipedia.org/wiki/%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94%E0%BB%82%E0%BA%A3%E0%BA%A1%E0%BA%B2%E0%BB%80%E0%BA%99%E0%BA%8D, 0,  0,   0,   0,  0, 0,   0,   5,  5,  0, 0,  10,  6047
la,Romania,https://la.wikipedia.org/wiki/Romania, 0,  0,   4,   5,  4, 0,   3,  23,  6,  4, 0,  49, 18816
lv,Romania,https://lv.wikipedia.org/wiki/Rum%C4%81nija, 0,  0,   0,   0,  2, 0,   8,   1,  1,  0, 0,  12, 12557
lt,Romania,https://lt.wikipedia.org/wiki/Rumunija, 0,  0,   1,  24, 12, 3,  26,   9, 11,  2, 0,  88, 37225
lb,Romania,https://lb.wikipedia.org/wiki/Rum%C3%A4nien, 0,  6,   2,  12,  3, 0,   8,   6,  3,  1, 0,  41,  7524
mk,Romania,https://mk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D0%B8%D1%98%D0%B0, 0,  0,   5,  42, 27, 0,  17,  28, 10,  2, 0, 131, 48469
mg,Romania,https://mg.wikipedia.org/wiki/Romania, 0,  0,   1,   9,  2, 0,  13,   9,  0,  0, 0,  34,  7393
ms,Romania,https://ms.wikipedia.org/wiki/Romania, 0,  2,   6,  76, 38, 0, 146,  71, 22, 11, 0, 372, 54599
ml,Romania,https://ml.wikipedia.org/wiki/%E0%B4%B1%E0%B5%8A%E0%B4%AE%E0%B4%BE%E0%B4%A8%E0%B4%BF%E0%B4%AF, 0,  0,   0,   2,  0, 0,   2,   1,  2,  0, 0,   7,  8650
mt,Romania,https://mt.wikipedia.org/wiki/Rumanija, 0,  0,   0,   4,  7, 0,   6,  11,  8,  0, 0,  36, 13730
mi,Romania,https://mi.wikipedia.org/wiki/Romeinia, 0,  0,   4,   6,  2, 0,   6,  11,  0,  0, 0,  29,  5130
mr,Romania,https://mr.wikipedia.org/wiki/%E0%A4%B0%E0%A5%8B%E0%A4%AE%E0%A5%87%E0%A4%A8%E0%A4%BF%E0%A4%AF%E0%A4%BE, 0,  0,   0,  10,  5, 0,   6,   4,  5,  0, 0,  30,  9046
mn,Romania,https://mn.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D1%8B%D0%BD, 0,  0,   0,  13,  9, 0,  14,   8,  7,  1, 0,  52, 13843
my,Romania,https://my.wikipedia.org/wiki/%E1%80%9B%E1%80%AD%E1%80%AF%E1%80%99%E1%80%B1%E1%80%B8%E1%80%94%E1%80%AE%E1%80%B8%E1%80%9A%E1%80%AC%E1%80%B8%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6, 0,  0,  61, 170, 46, 0,  48, 106, 32,  0, 0, 463, 21610
ne,Romania,https://ne.wikipedia.org/wiki/%E0%A4%B0%E0%A5%8B%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A4%BF%E0%A4%AF%E0%A4%BE, 0,  2,   0,   4,  3, 0,  10,  11,  1,  0, 0,  31, 13630
no,Romania,https://no.wikipedia.org/wiki/Romania, 0,  1,  16,  44, 25, 0,  22,  77,  8,  3, 0, 196, 60994
ps,Romania,https://ps.wikipedia.org/wiki/%D8%B1%D9%88%D9%85%D8%A7%D9%86%DB%8C%D8%A7, 0,  0,   0,   8,  1, 0,   2,   2,  4,  0, 0,  17, 11739
fa,Romania,https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D9%85%D8%A7%D9%86%DB%8C, 0,  0,   6,  69, 40, 0,  35,  43, 18,  0, 1, 212, 40904
pl,Romania,https://pl.wikipedia.org/wiki/Rumunia, 0,  0,   4,  25,  6, 0,  76,  14,  2,  0, 0, 127, 51137
pt,Romania,https://pt.wikipedia.org/wiki/Rom%C3%AAnia, 3,  0,  13,  79, 44, 0,  54, 105, 58,  9, 0, 365,107371
pa,Romania,https://pa.wikipedia.org/wiki/%E0%A8%B0%E0%A9%8B%E0%A8%AE%E0%A8%BE%E0%A8%A8%E0%A9%80%E0%A8%86, 0,  0,   0,  15, 14, 0,  12,  15,  4,  0, 0,  60,  9970
ro,Romania,https://ro.wikipedia.org/wiki/Rom%C3%A2nia, 0,  0,   9,  80, 31, 1,  51, 166, 64,  8, 1, 411,194794
ru,Romania,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D1%8B%D0%BD%D0%B8%D1%8F, 1, 77,  37, 277, 54, 7, 270, 367, 23,  2, 0,1115, 57822
sm,Romania,https://sm.wikipedia.org/wiki/Romania, 0,  0,   1,   1,  0, 0,   3,   2,  0,  0, 0,   7,  5235
gd,Romania,https://gd.wikipedia.org/wiki/Rom%C3%A0inia, 0,  0,   2,   6,  5, 0,  20,   5,  4,  0, 0,  42, 11900
sr,Romania,https://sr.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D1%83%D0%BD%D0%B8%D1%98%D0%B0, 0,  0,   9,  29,  6, 0,  55,  46, 19,  0, 0, 164, 64311
st,Romania,https://st.wikipedia.org/wiki/Romania, 0,  0,   0,   1,  0, 0,   2,   2,  0,  0, 0,   5,  4968
sn,Romania,https://sn.wikipedia.org/wiki/Romania, 0,  0,   0,   0,  0, 0,   4,   1,  0,  0, 0,   5,  5256
sd,Romania,https://sd.wikipedia.org/wiki/%D8%B1%D9%88%D9%85%D8%A7%D9%86%D9%8A%D8%A7, 0,  0,   1,   4,  5, 0,   0,  10,  0,  0, 0,  20,  7604
si,Romania,https://si.wikipedia.org/wiki/%E0%B6%BB%E0%B7%94%E0%B6%B8%E0%B7%9A%E0%B6%B1%E0%B7%92%E0%B6%BA%E0%B7%8F%E0%B7%80, 0,  0,   0,   4,  1, 0,   4,   5,  2,  0, 0,  16,  9147
sk,Romania,https://sk.wikipedia.org/wiki/Rumunsko, 0,  0,   1,   4,  7, 0,   2,   0,  1,  0, 0,  15, 22847
sl,Romania,https://sl.wikipedia.org/wiki/Romunija, 0,  0,   4,  40, 12, 0,  23,  90, 30,  0, 0, 199, 55817
so,Romania,https://so.wikipedia.org/wiki/Romania, 0,  0,   2,   3,  4, 0,   2,  11,  2,  0, 0,  24,  7878
es,Romania,https://es.wikipedia.org/wiki/Rumania, 8,  4,   9, 104, 49, 0,  42, 100, 27,  4, 0, 347,105823
su,Romania,https://su.wikipedia.org/wiki/Romania, 0,  0,   3,  46, 59, 0,  48,  59, 21,  0, 0, 236, 56664
sw,Romania,https://sw.wikipedia.org/wiki/Romania, 0,  0,   2,   2, 11, 0,  12,  12,  4,  0, 0,  43,  9763
sv,Romania,https://sv.wikipedia.org/wiki/Rum%C3%A4nien, 0,  0,   6,  49, 15, 1,  27,  34, 15,  0, 0, 147, 56197
tg,Romania,https://tg.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D0%B8%D0%BD%D0%B8%D1%8F, 0,  0,   0,   7,  4, 0,   3,   3,  4,  0, 0,  21, 10093
ta,Romania,https://ta.wikipedia.org/wiki/%E0%AE%89%E0%AE%B0%E0%AF%81%E0%AE%AE%E0%AF%87%E0%AE%A9%E0%AE%BF%E0%AE%AF%E0%AE%BE, 0,  0,   0,   6,  3, 0,  42,  21,  6,  0, 0,  78, 44132
te,Romania,https://te.wikipedia.org/wiki/%E0%B0%B0%E0%B1%8A%E0%B0%AE%E0%B1%87%E0%B0%A8%E0%B0%BF%E0%B0%AF%E0%B0%BE, 0,  0,   5,  66, 16, 0,  32,  34,  6,  4, 0, 163,105802
th,Romania,https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%82%E0%B8%A3%E0%B8%A1%E0%B8%B2%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B8%A2, 0,  0,  14, 152,171, 1, 169, 200, 18,  5, 1, 731, 30204
tr,Romania,https://tr.wikipedia.org/wiki/Romanya, 0,  0,   3,  16, 15, 1,  34,  41, 25,  0, 0, 135, 46775
uk,Romania,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D1%83%D0%BD%D1%96%D1%8F, 0,  0,   2,  12,  4, 0,  15,  19, 13,  0, 0,  65, 52208
ur,Romania,https://ur.wikipedia.org/wiki/%D8%B1%D9%88%D9%85%D8%A7%D9%86%DB%8C%DB%81, 0,  0,   0,   5,  7, 0,   7,   6,  0,  3, 0,  28, 11457
uz,Romania,https://uz.wikipedia.org/wiki/Ruminiya, 0,  1,   2,  16, 26, 0,  27,  48, 13,  2, 0, 135, 28120
vi,Romania,https://vi.wikipedia.org/wiki/Rom%C3%A2nia, 1,  0,  31, 409, 84, 0,  63, 355, 61,  7, 0,1011,125430
cy,Romania,https://cy.wikipedia.org/wiki/Rwmania, 0,  0,   0,   9,  8, 0,  18,  15, 12,  0, 0,  62, 29709
yi,Romania,https://yi.wikipedia.org/wiki/%D7%A8%D7%90%D7%9E%D7%A2%D7%A0%D7%99%D7%A2, 0,  0,   0,   0,  2, 0,   3,   8,  2,  0, 0,  15, 10488
yo,Romania,https://yo.wikipedia.org/wiki/Rom%C3%A1n%C3%AD%C3%A0, 0,  0,   2,  15,  8, 0,   3,  19,  4,  0, 0,  51,  8419
zu,Romania,https://zu.wikipedia.org/wiki/IRomaniya, 0,  0,   1,   0,  0, 0,   1,   3,  0,  0, 0,   5,  4617
af,Russia,https://af.wikipedia.org/wiki/Rusland, 0,  0,  61, 119, 63, 0, 196, 113, 94,  5, 0, 651, 93826
sq,Russia,https://sq.wikipedia.org/wiki/Rusia, 0,  0,   1,  12, 12, 0,   7,  25,  2,  0, 0,  59, 19960
am,Russia,https://am.wikipedia.org/wiki/%E1%88%A9%E1%88%B2%E1%8B%AB, 0,  0,  24,  48, 68, 0,  41,  98, 25,  4, 0, 308, 36336
ar,Russia,https://ar.wikipedia.org/wiki/%D8%B1%D9%88%D8%B3%D9%8A%D8%A7, 0,  0,  29,  82, 72, 0, 198, 141, 74,  9, 1, 606,142118
hy,Russia,https://hy.wikipedia.org/wiki/%D5%8C%D5%B8%D6%82%D5%BD%D5%A1%D5%BD%D5%BF%D5%A1%D5%B6, 0,  0,  14,  74, 60, 0,  91, 161, 99, 14, 0, 513,176612
az,Russia,https://az.wikipedia.org/wiki/Rusiya, 0,  0,  11,  75, 47,34, 134, 188, 78, 15, 0, 582, 91530
eu,Russia,https://eu.wikipedia.org/wiki/Errusia, 0,  0,  13,  79, 74, 0,  68,  64, 24,  2, 1, 325, 70333
be,Russia,https://be.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D1%96%D1%8F, 1,  0,   5,   7,  5, 0,   5,  16,  6,  2, 0,  47, 37764
bn,Russia,https://bn.wikipedia.org/wiki/%E0%A6%B0%E0%A6%BE%E0%A6%B6%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE, 0,  0,   1,   8,  8, 1,   6,   8, 25,  0, 0,  57, 25522
bs,Russia,https://bs.wikipedia.org/wiki/Rusija, 0,  0,   5,  28, 14, 0,  56,  58, 26,  6, 0, 193, 71706
bg,Russia,https://bg.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D0%B8%D1%8F, 0,  4,  23,  84, 31, 0, 129, 158,  5,  2, 0, 436,142884
ca,Russia,https://ca.wikipedia.org/wiki/R%C3%BAssia, 3,  1,  55, 176,137, 0, 106, 189,162, 12, 0, 841,201789
ceb,Russia,https://ceb.wikipedia.org/wiki/Rusya, 0,  0,   0,   1,  0, 0,   0,   2,  0,  0, 0,   3,  6197
ny,Russia,https://ny.wikipedia.org/wiki/Russia, 0,  0,   2,   1,  2, 0,   6,   1,  1,  0, 0,  13,  5531
zh,Russia,https://zh.wikipedia.org/wiki/%E4%BF%84%E7%BD%97%E6%96%AF, 0,  0,  17, 135, 59, 0, 189, 166,221, 19, 2, 808, 37783
zh-TW,Russia,https://zh-classical.wikipedia.org/wiki/%E4%BF%84%E7%BE%85%E6%96%AF, 0,  0,   0,   0,  0, 0,   0,   0,  0,  0, 0,   0,  6383
co,Russia,https://co.wikipedia.org/wiki/Russia, 0,  0,   0,   3,  5, 0,   1,   7,  2,  0, 0,  18,  7230
hr,Russia,https://hr.wikipedia.org/wiki/Rusija, 0,  0,   3,  26, 12, 0,  18,  18, 13,  2, 0,  92, 35874
cs,Russia,https://cs.wikipedia.org/wiki/Rusko, 0,  0,  28,  61, 43, 0,  32,  92, 50, 11, 1, 318,130690
da,Russia,https://da.wikipedia.org/wiki/Rusland, 0,  0,   8,  59, 18, 0,  45,  78, 20,  1, 0, 229, 74099
nl,Russia,https://nl.wikipedia.org/wiki/Rusland, 0,  0,   8,  25, 20, 0,  24,  75, 14,  1, 0, 167, 49352
en,Russia,https://en.wikipedia.org/wiki/Russia, 0,  1, 103, 277,133, 0, 243, 206,129, 11, 0,1103,236452
eo,Russia,https://eo.wikipedia.org/wiki/Rusio, 0,  0,  11,  44, 21, 0,  22,  54, 49,  2, 0, 203, 45713
et,Russia,https://et.wikipedia.org/wiki/Venemaa, 0,  0,   3,  22, 14, 0,  30,   7, 15,  0, 0,  91, 38111
tl,Russia,https://tl.wikipedia.org/wiki/Rusya, 0,  0,  28,  75, 77, 0,  95,  55, 15, 29, 1, 375, 92633
fi,Russia,https://fi.wikipedia.org/wiki/Ven%C3%A4j%C3%A4, 0,  0,  10,  75, 70, 0,  49,  58, 46,  0, 0, 308,152073
fr,Russia,https://fr.wikipedia.org/wiki/Russie, 0,  2,  38, 215, 93, 0,  81, 151,144,  1, 0, 725,147478
fy,Russia,https://fy.wikipedia.org/wiki/Rusl%C3%A2n, 0,  0,   9,  13,  6, 0,   7,  94, 85,  0, 0, 214, 17931
gl,Russia,https://gl.wikipedia.org/wiki/Rusia, 0,  1,   8,  39, 35, 0,  57, 100, 36,  0, 0, 276, 41684
